date,ticker,article_id,news_text,news_source,is_real
2026-06-17,TCB,TCB_ART_001,Techcombank faces margin compression as operating costs rise faster than revenue in H1 2026,Realistic_Sample,False
2026-06-17,TCB,TCB_ART_002,TCB stock gains 3.3% as Banking sector leads market rally,Realistic_Sample,False
2026-06-17,VHM,VHM_ART_000,Vinhomes faces margin compression as operating costs rise faster than revenue in H1 2026,Realistic_Sample,False
2026-06-17,VHM,VHM_ART_001,"Vinhomes surges to 4486 new accounts in Q2, exceeding customer acquisition targets",Realistic_Sample,False
2026-06-17,VHM,VHM_ART_002,Vinhomes downgraded to 'Hold' by securities firm citing rising bad debt concerns,Realistic_Sample,False
2026-06-17,VIC,VIC_ART_000,VIC faces downward pressure from foreign investors selling amid Conglomerate sector weakness,Realistic_Sample,False
2026-06-17,VIC,VIC_ART_001,VIC enters collaboration with international partner to expand Conglomerate services into neighboring countries,Realistic_Sample,False
2026-06-17,VIC,VIC_ART_002,"Vingroup Board approves cash dividend of 2025 VND per share for 2026, payable in September",Realistic_Sample,False
2026-06-17,VIC,VIC_ART_003,"Vingroup opens new branch network in 3 provinces across Vietnam, strengthening retail presence",Realistic_Sample,False
2026-06-17,VNM,VNM_ART_000,VNM enters collaboration with international partner to expand Consumer Goods services into neighboring countries,Realistic_Sample,False
2026-06-17,VNM,VNM_ART_001,"Vinamilk receives 'Buy' recommendation from leading brokerage, target price raised 9%",Realistic_Sample,False
2026-06-17,VNM,VNM_ART_002,VNM invests 1544 billion VND in new technology platform to digitize customer services,Realistic_Sample,False
2026-06-17,PGV,PGV_ART_000,Petrovietnam Gas signs strategic partnership with leading Energy firm to enhance market position,Realistic_Sample,False
2026-06-17,PGV,PGV_ART_001,PGV stock declines 1.9 on profit taking after strong Q1 performance,Realistic_Sample,False
2026-06-17,PGV,PGV_ART_002,PGV announces interim dividend of 1242 VND per share with record payout ratio,Realistic_Sample,False
2026-06-17,PLX,PLX_ART_000,Petrovietnam Power signs strategic partnership with leading Energy firm to enhance market position,Realistic_Sample,False
2026-06-17,PLX,PLX_ART_001,PLX invests 1656 billion VND in new technology platform to digitize customer services,Realistic_Sample,False
2026-06-17,PLX,PLX_ART_002,PLX stock declines 3.0 on profit taking after strong Q1 performance,Realistic_Sample,False
2026-06-17,PLX,PLX_ART_003,PLX faces downward pressure from foreign investors selling amid Energy sector weakness,Realistic_Sample,False
2026-06-17,SAB,SAB_ART_000,SAB stock declines 1.5 on profit taking after strong Q1 performance,Realistic_Sample,False
2026-06-17,SAB,SAB_ART_001,"SAB announces robust Q2 results with net interest income growing 24% YoY, driven by strong loan demand",Realistic_Sample,False
2026-06-17,SAB,SAB_ART_002,"Sabeco Board approves cash dividend of 2816 VND per share for 2026, payable in September",Realistic_Sample,False
2026-06-17,PNJ,PNJ_ART_000,PNJ enters collaboration with international partner to expand Retail services into neighboring countries,Realistic_Sample,False
2026-06-17,PNJ,PNJ_ART_001,"Phu Nhuan Jewelry (PNJ) reports Q2 2026 net profit of 2 trillion VND, up 13% year-over-year, beating analyst expectations",Realistic_Sample,False
2026-06-17,PNJ,PNJ_ART_002,PNJ faces downward pressure from foreign investors selling amid Retail sector weakness,Realistic_Sample,False
2026-06-17,PNJ,PNJ_ART_003,PNJ invests 1353 billion VND in new technology platform to digitize customer services,Realistic_Sample,False
2026-06-17,MSN,MSN_ART_000,MSN faces downward pressure from foreign investors selling amid Consumer Goods sector weakness,Realistic_Sample,False
2026-06-17,MSN,MSN_ART_001,"Masan Group surges to 4327 new accounts in Q2, exceeding customer acquisition targets",Realistic_Sample,False
2026-06-17,MSN,MSN_ART_002,MSN upgraded to 'Outperform' by investment bank citing strong fundamentals and growth prospects,Realistic_Sample,False
2026-06-17,MSN,MSN_ART_003,"MSN announces robust Q2 results with net interest income growing 16% YoY, driven by strong loan demand",Realistic_Sample,False
2026-06-17,MSN,MSN_ART_004,MSN stock declines 1.3 on profit taking after strong Q1 performance,Realistic_Sample,False
2026-06-17,STB,STB_ART_000,Sacombank faces margin compression as operating costs rise faster than revenue in H1 2026,Realistic_Sample,False
2026-06-17,STB,STB_ART_001,Sacombank downgraded to 'Hold' by securities firm citing rising bad debt concerns,Realistic_Sample,False
2026-06-17,STB,STB_ART_002,STB stock gains 1.9% as Banking sector leads market rally,Realistic_Sample,False
2026-06-17,VPB,VPB_ART_000,Vietnam Prosperity Bank signs strategic partnership with leading Banking firm to enhance market position,Realistic_Sample,False
2026-06-17,VPB,VPB_ART_001,"Vietnam Prosperity Bank Board approves cash dividend of 3328 VND per share for 2026, payable in September",Realistic_Sample,False
2026-06-17,VPB,VPB_ART_002,Vietnam Prosperity Bank downgraded to 'Hold' by securities firm citing rising bad debt concerns,Realistic_Sample,False
2026-06-17,VPB,VPB_ART_003,VPB invests 1718 billion VND in new technology platform to digitize customer services,Realistic_Sample,False
